b,q,delta,mean,stdev
0.2760345915478646,3.0490068518919147,0.9310055043641126,0.02854187166227566,0.0038755245117634454
0.13500139632663705,2.025534937455797,0.9613004360588291,0.04069488507198536,0.002931926340279816
0.2703888707970257,2.4782734017697248,0.9631288535812996,0.016897019934112804,0.003902757180633081
0.10090849990237258,3.678865353681217,0.9317046212957087,0.018744784143191317,0.003688019964717208
